,ARM,HR1_10SCALE,HR2_1,HR2_2,HR2_3,HR2_4,HR2_5,HR3,HR4,HR5,HR6,HR7_1,HR7_2,HR7_3,HR7_4,HR8,HR11,HR12_1,HR12_2,HR12_3,HR12_4,HR12_5,HR13,HR14,COVID_HR1,COVID_HR2,COVID_HR3,STIMULUS2,STIMULUS3,STIMULUS4,STIMULUS5,STIMULUS6,POLICY1,POLICY2,POLICY3,POLICY4,PERSONAL2,PERSONAL3,PERSONAL4,WORRY_1,WORRY_2,WORRY_3,WORRY_4,WORRY_5,WORRY_6,WORRY_7,WORRY_8,MEDIA1,MEDIA2,MEDIA5,MEDIA6_1,MEDIA6_2,MEDIA6_3,MEDIA6_4,MEDIA6_5,MEDIA6_6,MEDIA6_7,MEDIA7,MEDIA9,MEDIA10,MEDIA11,MEDIA12,MEDIA13,MEDIA14,MEDIA15,MEDIA17,MH1,MH2,CHILDCARE1,CHILDCARE2,CHILDCARE3,ELDERLYCARE1,IDEOLOGY1,IDEOLOGY2,IDEOLOGY3,IDEOLOGY4,IDEOLOGY5,IDEOLOGY6,IDEOLOGY7,IDEOLOGY8,CULTURE1_1,CULTURE1_2,CULTURE1_3,CULTURE1_4,CULTURE1_5,CULTURE1_6,CULTURE2_1,CULTURE2_2,CULTURE2_3,CULTURE2_4,CULTURE2_5,CULTURE2_6,CULTURE2_7,RUMORS2,DEMOGRAPHIC1,DEMOGRAPHIC2,DEMOGRAPHIC4,DEMOGRAPHIC5,DEMOGRAPHIC6,DEMOGRAPHIC7,DEMOGRAPHIC8,DEMOGRAPHIC9,DEMOGRAPHIC10,DEMOGRAPHIC11,DEMOGRAPHIC12,DEMOGRAPHIC13,age,STIMULUS1_WORK_FROM_HOME,STIMULUS1_LOST_JOB,STIMULUS1_FURLOUGHED,STIMULUS1_REDUCED_HOURS,STIMULUS1_PAY_CUT,STIMULUS1_WORK_MORE_HOUR,STIMULUS1_INCREASED_PAY,STIMULUS1_Nothing changed,POLICY5_EVERYONE_SD,POLICY5_AFFECTED_AREA_SD,POLICY5_VOLUNTARY_SD,POLICY5_OLD_PEOPLE_SD,POLICY5_CLOSE_SCHOOL,POLICY5R_CLOSE_UNIVERSITY,POLICY5_CANCEL_LARGE_EVENT,POLICY5_OTHER,POLICY6_EVERYONE_SD,POLICY6_AFFECTED_AREA_SD,POLICY6_VOLUNTARY_SD,POLICY6_OLD_PEOPLE_SD,POLICY6_CLOSE_SCHOOL,POLICY6_CLOSE_UNIVERSITY,POLICY6_CANCEL_LARGE_EVENT,POLICY6_OTHER,PERSONAL1_WOKR_HOME,PERSONAL1_STAYHOME_GOGROCERY,PERSONAL1_DIST_OLDER_RELATIVES,PERSONAL1_DIST_OTHER_FAMILY,PERSONAL1_DAYCARE_CLOSEDSHCOOL,PERSONAL1_DAYCARE_VOLUNTARILY,PERSONAL5_WASH_HANDS,PERSONAL5_SANITIZER,PERSONAL5_TESTING_COVID,PERSONAL5_CHANGEED_TRAVELPLAN,PERSONAL5_AVOIDED_WITH_OTHERS,PERSONAL5_AVOING_WIHT_ADULTS,PERSONAL5_AVOIDED_GATHERING,PERSONAL5_INFO_COVID,PERSONAL5_Selfquarantined,PERSONAL6_EXP_COM,PERSONAL6_SOMEONE_EXP_COM,PERSONAL6_NOTABL_FOOD_TABLE,PERSONAL6_FEELING_ISOLATED,PERSONAL6_NOTABL_GETCARE,PERSONAL6_NOTABL_TREATMENT,PERSONAL6_CHILD_EDUCATION,PERSONAL6_NOTABL_PAY_RENT,PERSONAL6_NOTABL_TAKECARE_FAM,PERSONAL6_NOTABL_WORK,PERSONAL6_FINANCIAL_IMPACTS,PERSONAL6_OTHER,PERSONAL7_RED_INCOME,PERSONAL7_LOST_JOB,PERSONAL7_LOSS_CHILDCARE,PERSONAL7_FOOD,PERSONAL7_SUPPLIES,PERSONAL7_MEDICATIONS,PERSONAL7_TRANSPORTATION,PERSONAL7_HEALTHCARE,PERSONAL7_NONE,PERSONAL7_OTHER,MEDIA3_TV,MEDIA3_SOCIAL_MEDIA,MEDIA3_NEWSPAPER,MEDIA3_MAGAZINES,MEDIA3_BLOGS_PODCASTS,MEDIA3_GOVERNMENT,MEDIA3_HEALTH_DEP,MEDIA3_MEMBER,MEDIA3_PRACTITIONERS,MEDIA3_RESEARCHERS,MEDIA3_ARTICLES,MEDIA3_OTHER,MEDIA4_TV,MEDIA4_SOCIAL_MEDIA,MEDIA4_NEWSPAPER,MEDIA4_MAGAZINES,MEDIA4_BLOGS_PODCASTS,MEDIA4_GOVERNMENT,MEDIA4_HEALTH_DEP,MEDIA4_MEMBER,MEDIA4_PRACTITIONERS,MEDIA4_RESEARCHERS,MEDIA4_ARTICLES,MEDIA4_OTHER,MEDIA8_DIABETES,MEDIA8_HEART,MEDIA8_CANCER,MEDIA8_HIV/AIDS,MEDIA8_ASTHMA,MEDIA8_LUNG,MEDIA8_OTHER,MEDIA16_KITCHEN,MEDIA16_DISTRICT,MEDIA16_FOODSTAMPS,MEDIA16_NOTFOOD_ASS,MEDIA16_DONTKNOW,RUMORS1_ACCIDENTLY_ESCAPED,RUMORS1_PURPOSEFULLY_LEAKED,RUMORS1_USARMY_BROUGHT,RUMORS1_BAT_TO_HUMANS,RUMORS1_BAT_ANIMAL_HUMANS,RUMORS1_WET_MARKET,RUMORS1_OTHER
10,0,5,3,4,4,4,4,3,4,4,3,3,3,2,3,2,B,2,2,2,2,2,E,A,,B,A,C,2,2,E,A,0,2,A,B,3,3,3,2,2,2,2,2,2,2,2,0,C,C,2,2,2,2,2,2,2,3,C,3,E,0,C,No,B,B,0,0,Yes,C,No,No,C,H,D,B,0,0,,A,3,3,3,3,3,3,3,3,3,3,3,3,3,E,Good,Yes,MN,55426,No,No,H,1,Female,0,D,1,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,2,5,0,3,3,4,3,3,3,3,4,2,2,2,3,3,A,1,2,1,1,2,C,A,Some,B,A,A,2,3,C,B,1,1,B,A,2,3,3,0,1,0,1,0,0,1,0,2,A,B,3,2,3,2,2,3,2,3,B,4,A,1,A,Yes,A,A,0,2,Yes,B,Yes,Yes,B,B,A,A,1,3,B,B,3,4,3,4,3,3,3,4,5,4,5,4,5,B,Mechanic ,Yes,GA,30228,Yes,No,B,3,Male,2,C,1,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,2,10,3,3,3,3,3,2,3,2,3,0,0,0,0,0,C,0,0,0,0,0,E,B,,D,C,C,2,2,E,C,1,1,B,B,0,4,3,1,1,1,1,1,1,1,1,3,A,A,1,3,3,3,1,3,1,3,C,4,E,0,B,No,B,A,2,2,Yes,A,No,No,C,A,A,A,0,2,A,D,3,3,3,3,3,3,3,3,3,3,3,3,3,A,Unemployed,No,WI,53140,Yes,No,J,2,Female,2,A,0,39,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
13,0,4,0,0,0,0,0,2,2,2,1,0,0,0,0,0,C,2,0,0,0,0,F,A,,C,C,C,0,0,A,C,0,1,B,B,2,0,3,1,0,1,1,1,1,1,1,0,C,E,2,2,2,2,2,2,2,4,B,3,E,0,B,No,B,B,0,0,No,B,No,No,C,H,B,,0,0,B,B,3,3,3,3,3,3,3,3,3,3,3,4,3,D,public health,No,MT,59101,No,No,L,0,Female,4,A,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
14,1,7,5,5,5,5,5,4,4,4,4,4,4,4,4,3,A,1,2,2,2,2,B,A,Some,,A,B,3,2,A,A,2,2,A,A,2,4,4,0,0,0,0,0,0,0,0,0,B,C,4,2,3,3,3,3,3,4,B,4,A,2,A,Yes,A,A,0,1,Yes,A,Yes,Yes,B,B,A,A,2,4,A,A,5,5,5,5,5,5,5,5,5,5,5,5,5,A,None,No,TX,75651,Yes,No,L,1,Female,5,A,3,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
15,2,1,4,4,4,4,4,3,3,3,3,3,0,0,0,0,A,0,0,0,0,0,F,F,All,C,B,C,2,2,A,C,1,2,B,A,2,3,3,1,1,1,1,1,1,1,1,1,C,B,2,2,2,2,2,2,2,3,A,3,E,0,B,No,B,B,1,1,No,B,No,Yes,A,A,D,B,0,2,A,B,4,4,4,4,4,4,4,4,4,4,4,4,4,F,Student ,Yes,CA,96067,No,No,B,3,Female,0,D,1,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,1,5,4,4,4,4,4,3,3,3,3,1,3,3,2,2,B,2,2,2,2,2,E,A,Some,B,A,C,2,2,A,B,2,1,B,A,2,3,3,1,1,1,1,1,1,1,1,2,B,D,3,3,3,3,3,3,3,3,A,3,E,1,B,No,B,B,1,1,No,B,No,Yes,C,A,B,,0,2,D,D,3,3,3,3,3,3,3,3,3,3,3,3,3,C,education ,Yes,NY,11209,Yes,No,B,3,Female,2,A,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17,2,2,0,2,3,4,4,2,0,2,1,3,2,0,0,0,B,0,0,0,0,2,E,B,,,C,B,1,0,A,C,0,1,C,B,2,1,4,2,2,2,1,0,1,0,0,2,C,D,3,3,3,3,1,2,1,4,B,4,E,0,B,No,B,B,0,1,No,B,Yes,No,C,H,A,B,0,2,A,D,1,4,3,1,2,3,3,3,3,4,3,5,3,F,Homemaker ,No,NY,11727,Yes,No,A,4,Female,3,B,1,53,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18,1,5,5,4,5,5,4,4,4,4,3,4,4,3,4,1,B,2,2,2,2,2,C,F,Some,C,B,B,2,2,A,B,1,2,A,A,3,4,3,2,1,2,0,1,1,0,0,3,A,B,5,4,2,5,5,2,5,4,A,4,A,2,A,Yes,A,A,3,1,Yes,A,Yes,No,B,B,A,"Someone else, write-in below",1,4,B,A,5,4,5,2,4,3,4,4,3,4,4,5,4,C,driving ,Yes,IN,46234,Yes,Yes,B,4,Male,0,C,1,27,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0
19,1,10,2,3,2,3,1,1,1,2,1,3,3,2,3,3,A,2,2,0,2,2,A,A,Some,B,A,B,3,2,A,C,2,1,C,B,1,3,4,0,0,1,0,1,0,1,0,3,B,C,1,1,2,2,2,2,2,4,A,4,E,0,B,No,B,A,1,1,No,A,No,No,A,A,A,B,-2,4,D,D,3,4,3,4,3,4,3,4,3,4,4,3,4,D,Analysist,No,FL,34638,Yes,No,I,1,Female,3,A,0,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,0,10,2,2,4,3,2,1,2,3,2,2,2,1,1,1,C,1,1,1,1,1,E,A,,C,C,B,1,1,A,B,2,2,A,A,2,2,2,0,0,0,0,0,0,0,0,0,D,A,3,3,2,3,2,3,3,3,B,3,E,0,B,No,B,A,0,0,No,A,No,No,B,B,B,,1,3,C,3,4,3,4,4,2,1,3,3,3,3,3,3,3,B,Transportation ,No,OK,74063,Yes,No,A,3,Male,2,A,1,61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
21,1,1,1,1,3,5,5,2,1,1,1,2,1,2,3,3,A,2,2,2,2,2,A,A,,,A,C,2,2,A,B,1,2,B,A,3,4,3,2,1,2,1,2,1,0,1,3,B,B,5,4,4,4,1,1,2,3,B,4,E,0,B,No,B,B,1,1,No,B,No,No,A,A,A,A,2,4,D,D,5,4,3,3,4,5,3,3,3,3,4,4,2,A,sales,No,NV,89121,Yes,No,I,1,Female,3,A,1,26,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
22,1,1,2,4,2,1,1,4,4,4,2,0,2,3,2,1,A,2,1,1,0,2,B,E,Some,B,B,B,1,2,B,C,2,2,A,A,1,3,2,2,2,2,2,2,2,2,2,3,B,A,2,2,2,2,2,2,2,2,B,4,C,0,B,No,B,B,1,1,No,B,No,No,A,A,A,B,0,2,D,D,5,5,5,5,5,5,5,5,5,5,5,5,5,B,None,Yes,NY,11725,Yes,No,E,4,Female,3,A,0,34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,0,10,5,4,4,4,5,4,4,4,4,4,4,3,4,3,A,2,2,2,2,2,E,B,Some,B,B,B,3,3,A,A,2,2,B,A,1,4,3,2,2,2,2,2,2,2,2,3,A,A,1,1,1,1,1,1,1,4,A,4,A,2,A,Yes,A,A,3,3,No,B,No,No,A,A,A,A,2,4,D,D,5,5,4,4,5,5,5,4,4,5,4,4,4,B,manager ,Yes,NJ,7657,Yes,No,B,4,Female,4,B,2,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,2,3,1,3,4,3,3,3,2,2,3,0,1,3,4,1,B,1,2,2,1,0,D,A,Some,,B,C,2,1,A,C,1,0,A,B,2,2,4,2,1,2,0,2,1,0,1,2,A,C,1,2,2,5,5,3,1,3,B,4,B,1,B,Yes,A,A,1,2,Yes,A,Yes,Yes,B,B,B,,2,2,B,E,5,4,5,4,4,5,5,4,3,5,4,5,4,F,Director ,Yes,CA,92881,Yes,Yes,B,3,Female,3,A,1,31,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0
25,1,5,4,5,5,4,3,4,4,3,4,4,4,3,3,3,B,2,1,2,2,2,A,B,,,A,C,1,1,D,D,1,2,B,A,3,1,4,2,1,0,0,0,0,0,0,2,B,A,4,5,4,2,2,2,4,4,A,4,A,2,B,Yes,A,B,0,1,Yes,A,No,Yes,B,B,A,"Someone else, write-in below",0,3,C,3,4,3,4,5,4,4,4,4,3,3,4,4,5,B,Caregiver ,Yes,CA,90746,Yes,No,B,4,Female,2,A,0,35,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26,0,8,2,3,4,5,3,4,2,4,3,4,3,2,3,1,B,2,2,1,2,2,E,A,Some,D,B,C,2,2,A,B,1,2,A,B,1,4,2,0,0,1,2,1,1,0,2,2,A,A,5,4,4,5,5,3,4,2,B,3,E,2,B,No,B,B,1,2,No,C,No,No,A,A,A,A,0,4,D,D,3,2,5,5,4,3,4,3,5,4,4,3,4,E,Customer service representative,No,AL,35810,Yes,No,A,3,Female,0,C,0,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
27,0,6,3,2,4,3,3,2,2,2,2,2,3,1,3,1,C,1,1,2,1,1,E,F,,B,B,C,1,2,D,C,1,1,B,B,1,2,3,0,1,0,1,0,1,0,2,2,C,D,3,4,2,3,4,2,3,2,B,3,C,1,B,Yes,A,B,2,1,Yes,B,Yes,Yes,C,H,B,,-1,2,C,3,2,5,3,2,2,3,2,3,4,2,3,4,3,C,Healthcare ,Yes,IL,60803,Yes,No,B,2,Female,2,A,1,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28,0,1,1,2,3,3,3,4,1,0,1,4,1,0,4,1,A,2,2,2,2,2,E,A,Some,B,A,C,0,0,D,B,0,0,B,B,2,1,4,0,0,2,1,0,0,0,0,2,A,C,1,2,2,4,1,1,1,3,A,3,E,0,B,Yes,A,B,0,0,No,C,No,No,A,A,A,B,-2,3,A,A,4,5,1,1,2,4,1,1,5,5,5,5,1,F,Media Blogger ,Yes,OK,73401,Yes,No,J,2,Female,2,A,0,30,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,0,1,3,3,3,0,3,4,2,4,4,0,0,0,0,0,C,0,0,0,0,0,E,E,,,A,C,3,3,A,B,2,2,B,B,3,4,4,2,2,2,2,2,2,2,2,3,A,A,3,3,3,1,1,1,1,2,A,0,E,0,B,No,B,B,1,2,No,A,No,No,B,B,D,"Someone else, write-in below",0,2,A,E,3,3,3,3,3,3,3,3,3,3,3,3,3,B,None,No,TX,76301,Yes,No,A,4,Female,1,A,1,58,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
30,2,5,4,5,3,3,5,3,3,3,3,3,4,3,4,2,C,0,2,0,2,1,C,D,Some,B,B,A,3,2,C,C,1,1,B,A,2,3,4,1,0,1,0,1,2,0,1,2,B,B,4,2,3,4,3,2,4,3,A,3,B,2,A,Yes,A,A,1,1,No,A,No,Yes,B,B,C,A,1,3,C,A,4,5,3,4,4,5,4,3,5,4,4,3,5,E,clergy,Yes,TX,76063,Yes,No,B,3,Female,4,D,1,24,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
31,0,4,3,4,4,3,4,3,3,3,3,3,3,4,3,2,B,2,1,2,2,1,E,E,Some,B,B,A,2,2,B,B,1,1,B,A,2,3,3,1,1,1,2,1,0,1,2,2,B,A,2,3,3,2,3,2,2,3,A,3,E,0,B,No,B,B,1,2,No,B,No,Yes,B,B,B,,1,3,,3,4,4,3,4,5,5,4,3,3,4,4,5,5,E,Student,No,IA,52801,No,No,B,4,Female,1,D,0,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
32,1,9,3,3,4,3,3,4,4,2,1,2,2,2,2,1,C,1,1,1,1,1,E,A,All,D,C,C,2,2,A,A,1,1,A,A,1,4,1,0,0,0,2,1,0,1,1,1,B,A,3,1,3,3,2,3,2,4,B,2,E,0,B,No,B,B,1,1,Yes,C,No,No,B,B,B,,1,3,E,3,3,2,2,5,1,1,4,2,2,2,2,3,4,D,Preschool teacher ,Yes,MN,55367,Yes,No,B,3,Female,3,A,1,41,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
33,0,2,5,5,5,5,5,4,4,4,4,4,4,4,4,3,A,2,2,2,2,2,A,A,All,D,A,B,3,3,A,A,2,2,A,A,3,4,4,2,2,2,2,2,2,2,2,3,A,B,5,5,5,5,5,5,5,4,A,4,A,2,A,Yes,A,A,3,3,Yes,A,Yes,Yes,B,B,A,A,2,4,A,3,5,5,5,5,5,5,5,5,5,5,5,5,5,D,well,Yes,TX,75013-4878,Yes,No,F,4,Male,6,A,3,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0
34,2,1,2,2,5,5,5,4,1,1,1,4,4,1,4,3,B,2,2,2,2,2,A,E,,,A,B,1,1,D,B,2,2,C,B,2,1,2,0,2,2,2,2,2,0,1,2,C,D,1,5,5,5,1,4,2,3,A,4,D,0,B,No,B,A,2,2,No,A,No,No,A,A,A,B,0,4,D,D,5,4,2,5,1,1,2,5,5,5,5,5,3,F,freelancer,No,KY,42001,Yes,No,L,4,Female,1,A,0,59,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
